"DOY","nwis_01480617","nwis_01480870","nwis_01493112","nwis_01548303","nwis_01608500","nwis_01611500","nwis_01632900","nwis_01645704","nwis_01646305","nwis_01648010","nwis_01649190","nwis_01650800","nwis_01656903","nwis_01673000","nwis_02101726","nwis_02110500","nwis_02160105","nwis_02160700","nwis_02203655","nwis_02217643","nwis_02266200","nwis_02266300","nwis_02336152","nwis_023362095","nwis_02336300","nwis_02336313","nwis_02336410","nwis_02336526","nwis_03067510","nwis_04121944","nwis_04121970","nwis_04125460","nwis_04136900","nwis_04137005","nwis_04166500","nwis_04176500","nwis_04213500","nwis_05435943","nwis_07075250","nwis_07075270","nwis_07143672","nwis_07177500","nwis_08052745","nwis_10133980","nwis_11044000","nwis_11273400","nwis_14206950"
1,NA,NA,0.874750404513998,0.341442410602056,1.71467487420182,0.902391204525448,1.15901533143473,0.334970832735874,0.43166318859625,0.36098500394024,0.534547809785635,0.554008498138235,0.66588790377258,0.346051962490899,0.354804880855491,0.123629645153059,0.200773047479329,0.216677856621647,0.0848895377881711,0.081687526302903,0.327009196670163,0.197093095546216,0.0771290083392263,0.0737252844702665,0.172686530271831,0.171085405525446,0.417846318378264,0.411887532565295,0.224020626040581,0.906063144320361,0.50700585023445,0.366093801203458,1.73253673452201,0.284481207107202,0.524655883721892,NA,1.40979852425763,1.03174479477157,0.129921855922232,0.0590885587788338,0.493509770949376,0.376114366081474,0.679948523370527,NA,0.629453184955978,1.8032954705201,0.120017490815078
2,NA,NA,1.01800948375876,0.272652576614165,1.85909405518999,1.02655123447332,1.11227958843819,0.301841833876897,0.432926038791279,0.353620576426887,0.473090538473644,0.558068018342565,0.586542699154692,0.206128969087869,0.282694861489605,0.0405808276040961,0.150075778153881,0.210179140273739,0.0847239969871793,0.17106512229484,0.374339672179303,0.260967810542601,0.0605745264766087,0.0677009295534501,0.0577496355785605,0.23266261561246,0.147623837581811,0.38545449559292,0.199681627617434,0.654467040488055,0.61130744050863,0.323846721367701,1.80319324582197,0.169914364801827,0.553331911518352,NA,1.4044134977497,0.9375947787713,0.182470741419161,0.0948462671658925,0.432813415150483,0.491061589788276,0.394584994363294,NA,0.764781209430569,2.15878650341245,0.115384198899896
3,NA,NA,0.687929565516904,0.285298813854797,1.68299357665066,0.858456466916259,0.939110325807186,0.261791505166565,0.299202139369413,0.247016751965204,0.305527947151908,0.239254151591192,0.433704635769775,0.101191879532236,0.591438283140499,NA,0.168749305685177,0.0541558881067792,0.0314489496938015,0.0513199554178431,0.273641618029419,0.107328825888368,0.0991524346616984,0.108908779720854,0.112023059784084,0.13740089529367,0.315607887409365,0.410381732255669,0.208802597397262,0.729459634048212,0.70436762136492,0.344801858882874,1.2116782288238,0.228175425480442,0.642522589561078,0.460433807141939,2.1809596881273,0.821832155979765,0.145152628265746,0.0371465545791586,0.422755486740581,0.470628433945995,0.47425791861727,NA,0.940392807318497,2.26365825155342,0.134426920011929
4,NA,NA,0.498878349658421,0.337088526587265,2.0872020652344,1.14963859163309,0.802502757177945,0.30279811299696,0.329056971123698,0.164093366449827,0.251223099142612,0.355455228469881,0.582419957938151,0.0981636082977127,0.216851482312821,0.119241526466659,0.140096240128133,0.142153517273978,0.0541343489775463,0.0322301203993613,0.323493017738503,0.170940089245472,0.0825670093457122,0.11543800900352,0.0849130717597872,0.13338298318724,0.279425349324991,0.33342537890128,0.00772825660988261,NA,0.586055642038987,0.350870522744078,NA,0.202182840818112,0.266477075793968,NA,3.31427356502687,1.03428978922399,0.125968766380255,0.063029909565705,0.380829834033725,0.652830413247727,0.602662069374539,NA,0.77535471417832,2.23865567559156,0.125726934533208
5,NA,NA,1.38350955424544,0.660292401240896,2.9267341420864,0.984372969627698,1.11302172958301,0.382007081907953,0.392426610471186,0.198679961787193,0.411184794736362,0.438242176398932,0.502800312930899,0.184238511230832,0.425495601902744,0.11129170110086,0.0861353417827245,0.146614768111021,0.103724360090076,0.0846379387687335,0.332855184534682,0.473445665483705,0.0894110634103128,0.110784525250918,0.0958295685532512,0.199220212868816,0.311199762423376,0.299495045563594,0.252538512481494,NA,0.733715287162693,0.435949258156437,NA,0.107836551390114,NA,NA,1.72340329948916,1.01477045446373,0.114181800361945,0.0691662861615299,0.47685698149608,0.621381191346462,1.02179827404808,NA,NA,2.69793027005037,0.0933711942789916
6,NA,NA,0.907390375921538,0.346459825828352,3.20596343683433,0.776550953549349,0.995711961665693,0.284405232716748,0.40129339986743,0.26674487329634,0.316611124032542,NA,0.645111590274524,0.127697662580974,0.828652263680487,0.194649498332022,0.12300999106475,0.0664002320535577,0.166294561095434,0.154198259752854,0.437460496330398,0.317487780877275,0.131378410105212,0.0908836474576986,0.14971304720601,0.107902828781094,0.304084015618536,0.35552960880102,0.101998609128528,NA,0.670798104867596,0.322215564729817,1.3411935400662,0.205945556457252,NA,NA,4.24229148231767,1.22724773035034,0.161051948156013,0.0330894682635733,0.493014368903049,0.359336783569876,1.02342527467014,NA,0.534936512131907,2.5303467329651,0.128121685493464
7,NA,NA,0.685703445842568,0.236943816558926,3.12979939085994,0.664482055071024,0.816818549819558,0.285466551549754,0.523440060897096,0.220074690784318,0.256014351177392,0.446050632442913,0.54864097780068,0.0834063877296564,0.280887529250143,0.0101326056596641,0.0936135074910275,0.136189775060331,0.0346228593695355,0.0456510992816653,0.315372187517482,0.16505586512823,0.133905152617727,0.108095214194587,0.131811662253775,0.124640002189571,0.338909796547708,0.431431155573845,NA,1.02896202979368,0.488389970145306,0.383128824388142,1.68804760046834,0.227185641807362,NA,NA,2.04608098922436,0.865926495977329,0.11073179150461,0.0360484232813485,0.52261945743895,0.374232943390999,0.608655631774673,NA,0.659025547638866,3.29451566653816,0.138560171620442
8,NA,NA,0.663939301559292,0.251041852852679,3.13105158951163,0.776083360352079,0.896359693299424,0.295679344915474,0.437315615217395,0.18179221030435,0.367581093954311,0.45127326965925,0.469945994135988,0.145238696184107,0.199293560709743,0.166110976234683,0.131347644626533,0.175032404795079,0.0542378250744128,0.0704105392592454,0.324273675233116,0.319920578023606,0.0840448296477582,0.0638834063037966,0.0863102446709255,0.155576228054961,0.285966411134029,0.367412382127533,NA,1.23995597757668,1.59183565259366,0.350385166941261,1.49623163755535,0.174525564553189,0.175381702314576,0.885052469256658,1.84367113511946,0.828709529452448,0.146720961294467,0.0366829467186779,0.578000221171795,0.721906502184989,0.744792398993248,NA,0.901486342912538,2.96262659257059,0.0629207216766363
9,NA,NA,0.786556961280263,0.421907701105472,2.66934698085558,0.718211280754578,0.694622297173298,0.338331388899946,0.380967247673314,0.442280994953535,0.329675217467654,0.490801299124156,0.513612662141409,0.107946489483317,0.421519996783848,0.243460265512918,0.260205964883655,0.0804026366355483,0.0953556793632446,0.0436978945031672,0.25586813253345,0.379969916785035,0.08671618512592,0.12270725244159,0.0990796257287546,0.109755186755504,0.38624435753551,0.266702168478231,0.144817576949584,0.852474136359751,0.447296293267785,0.308078760625496,1.09678073824449,0.186879414284759,0.12702413185727,1.36129372686879,2.77138468900249,0.82246569100967,0.130856522917228,0.0476282962170153,0.597647238383829,0.57755998905428,0.608899088185299,NA,0.96983442545376,1.40980179831203,0.0637612276242578
10,NA,NA,0.744256677500127,0.399396276310923,2.74390155588778,0.442207608151435,0.689081100275482,0.178090739736252,0.364427003444711,0.299645708559049,0.302264559638545,0.299699327231298,0.458055788662788,0.153885217583717,0.523783446032987,0.200171528750391,0.162697581888961,0.0469999177444761,0.162934655945,0.0878892481950796,0.261261948411657,0.0645491278137975,0.110955041686905,0.116610678610543,0.0732509159867025,NA,0.322241755080556,0.653183666740889,0.0284376299533326,0.893456315177673,0.669225762270331,0.325302789936983,1.84388145978572,0.0119015955744,NA,NA,5.81712760669954,1.08883900804958,0.201418065585326,0.0890609178516959,0.588438797942727,0.496720411972598,0.989862294844898,1.45713213748592,0.993602615394556,2.8069048376412,0.084173079322446
